2.999950647354125977e+00,2.456053256988525391e+00,2.536617772774129751e-16,-7.101518713170662522e-05,2.536617772774129751e-16,-3.335110377520322800e-04,1.664392054080963135e-01,1.576062142848968506e-01,1.303725439356639981e-04,1.323684677481651306e-02,1.103089234675280750e-04,2.536617772774129751e-16,6.484540645033121109e-04,9.997618198394775391e-01,2.536617772774129751e-16,-1.130200416810112074e-05,2.536617772774129751e-16,3.000043869018554688e+00,3.872570514678955078e+00,2.536617772774129751e-16,2.536617772774129751e-16,2.536617772774129751e-16,5.458351969718933105e-01,2.536617772774129751e-16,2.536617772774129751e-16,6.653325259685516357e-02,2.536617772774129751e-16,2.536617772774129751e-16,2.230259627103805542e-01,2.536617772774129751e-16,9.999935626983642578e-01,2.536617772774129751e-16,2.536617772774129751e-16,2.536617772774129751e-16,2.999793291091918945e+00,1.999999880790710449e+00,2.536617772774129751e-16,2.536617772774129751e-16,2.536617772774129751e-16,-1.800207071937620640e-03,1.590184718370437622e-01,-2.225359203293919563e-04,2.536617772774129751e-16,3.332363367080688477e-01,7.383175216091331095e-06,2.686059568077325821e-03,2.536617772774129751e-16,1.000140070915222168e+00,2.536617772774129751e-16,2.536617772774129751e-16,2.536617772774129751e-16
top,3.0,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,20240331_222412.jpg,1
overtop,3.0,4.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,20240331_223041.jpg,1
bottom,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,20240331_223015.jpg,1
